order_id,customer_id,product_id,quantity,order_date,name,email,age,city,created_at,product_name,category,price,stock,total_amount
45517,5005,213,7,2026-03-09,john parker,john.2244@hotmail.com,70,Berlin,2024-03-13,rechargeable knife set,Home & Kitchen,879.6,4220,6157.2
94809,7701,248,10,2023-12-11,brianna ortega,brianna.3306@example.com,79,London,2025-04-23,classic air freshener,Automotive,567.0,4047,5670.0
69859,7684,246,8,2024-07-18,ryan taylor,ryan.9728@yahoo.com,34,Chicago,2022-09-28,premium thermometer,Health,707.18,2278,5657.44
73073,9354,468,3,2026-01-30,jon george,jon.1077@outlook.com,29,Mexico City,2025-06-12,pro hoodie,Clothing,655.24,1600,1965.72
26896,662,940,3,2024-01-23,patrick yang,patrick.3229@outlook.com,25,Manchester,2023-03-10,lightweight puzzle,Toys,948.53,4137,2845.59
27334,5299,719,1,2023-05-17,amber lopez,amber.8200@hotmail.com,54,Dubai,2023-09-06,wireless watering can,Garden,40.54,2430,40.54
42969,50,67,2,2024-06-02,zachary huff,zachary.9326@hotmail.com,46,New York,2026-08-02,deluxe air freshener,Automotive,225.18,863,450.36
88728,8647,218,4,2022-01-10,amber johnson,amber.9077@hotmail.com,40,Birmingham,2024-01-08,wireless jeans,Clothing,620.73,4934,2482.92
90568,2903,246,7,2024-12-12,michael farmer,michael.8669@example.com,75,Los Angeles,2022-12-15,premium thermometer,Health,707.18,2278,4950.259999999999
79770,3379,347,4,2025-07-01,teresa thompson,teresa.1754@hotmail.com,56,New York,2024-11-25,rechargeable face cream,Beauty,580.19,3,2320.76
91925,83,84,7,2023-10-04,shane garrison,shane.4527@outlook.com,39,Sao Paulo,2023-08-07,eco-friendly coffee maker,Home & Kitchen,655.9,4944,4591.3
24419,16,566,9,2022-04-21,margaret hawkins dds,margaret.4439@hotmail.com,34,London,2026-01-30,lightweight cookware set,Home & Kitchen,638.77,4535,5748.93
49322,1035,105,4,2022-07-31,megan alvarado,megan.1476@example.com,22,Bangalore,2025-03-01,pro rice bag,Grocery,806.11,1766,3224.44
78250,281,833,1,2023-04-03,kylie morales,kylie.7685@yahoo.com,41,Mumbai,2023-04-12,portable building blocks,Toys,281.79,1429,281.79
54063,3765,869,8,2025-08-26,paul moyer,paul.4515@example.com,30,Delhi,2022-10-20,deluxe car charger,Automotive,226.05,1711,1808.4
16483,3796,479,1,2024-05-21,nicole price,nicole.130@yahoo.com,44,Paris,2025-08-15,rechargeable comic book,Books,108.0,1054,108.0
26951,5944,325,7,2025-05-17,denise melton,denise.5874@outlook.com,72,Mexico City,2024-04-25,premium air freshener,Automotive,775.18,4551,5426.259999999999
65345,9483,219,6,2022-06-21,olivia king,olivia.4082@gmail.com,76,Paris,2023-12-11,wireless tea box,Grocery,457.2,2695,2743.2
98833,9344,56,8,2026-03-21,anthony stone,anthony.2769@example.com,31,Sao Paulo,2026-07-04,rechargeable rice bag,Grocery,432.2,3172,3457.6
36051,2835,100,2,2025-01-14,tiffany evans,tiffany.8511@hotmail.com,60,Madrid,2026-03-07,smart shampoo,Beauty,545.51,1659,1091.02
19192,8790,403,6,2026-05-03,david armstrong,david.8415@yahoo.com,35,Paris,2023-08-21,rechargeable dash cam,Automotive,300.19,129,1801.1399999999999
65101,3436,204,3,2024-09-25,david koch,david.3151@gmail.com,55,Cairo,2024-09-04,premium pen set,Office Supplies,308.56,4758,925.6800000000001
56794,9024,834,6,2022-09-06,tina gutierrez,tina.1111@hotmail.com,63,Chicago,2026-06-21,pro tea box,Grocery,496.33,1179,2977.98
70097,7746,810,3,2026-03-21,kara brown,kara.1200@yahoo.com,61,Hamburg,2024-07-12,deluxe olive oil,Grocery,666.02,4112,1998.06
39686,6459,913,4,2025-02-22,kristi flores,kristi.8309@yahoo.com,78,London,2023-09-01,premium desk organizer,Office Supplies,925.01,196,3700.04
4725,1471,108,10,2024-12-13,daniel wells,daniel.3520@hotmail.com,19,Singapore,2026-03-07,eco-friendly garden hose,Garden,528.26,4675,5282.6
94779,3232,224,8,2025-03-03,dr. nathan ellis md,dr..8692@hotmail.com,43,Cairo,2025-09-22,ultra pet bed,Pet Supplies,481.09,3692,3848.72
38151,4330,119,4,2022-11-20,bryan richardson,bryan.3105@outlook.com,34,Dubai,2024-11-27,smart cookbook,Books,153.63,3889,614.52
89689,9625,709,4,2022-11-15,jenna mclaughlin,jenna.6444@hotmail.com,22,Giza,2025-06-11,premium textbook,Books,604.16,1270,2416.64
68522,8729,732,5,2026-05-26,anna hernandez,anna.5926@yahoo.com,29,Alexandria,2025-08-31,deluxe garden hose,Garden,631.44,637,3157.2000000000003
25411,5337,283,8,2024-08-05,claudia matthews,claudia.4576@gmail.com,36,Riyadh,2025-10-16,eco-friendly air freshener,Automotive,275.25,3952,2202.0
17860,1663,734,4,2023-09-05,bradley mcdowell,bradley.3155@hotmail.com,35,Madrid,2023-11-25,premium hand sanitizer,Health,285.26,1716,1141.04
36630,7011,617,2,2023-05-24,kathleen randolph,kathleen.5838@yahoo.com,40,Manchester,2022-09-29,pro plant pot,Garden,38.24,2924,76.48
27045,219,915,2,2024-02-07,robert santana,robert.4187@hotmail.com,38,New York,2025-06-02,classic building blocks,Toys,738.64,4414,1477.28
17759,100,75,3,2025-01-05,john santana,john.6513@gmail.com,72,Toronto,2025-11-22,eco-friendly face cream,Beauty,439.87,4340,1319.6100000000001
57858,8802,408,8,2022-09-20,autumn smith,autumn.8467@gmail.com,53,Dubai,2024-04-17,compact whiteboard,Office Supplies,527.88,1977,4223.04
7339,8091,319,9,2022-04-17,peter jones jr.,peter.9473@yahoo.com,42,Melbourne,2025-03-22,eco-friendly doll,Toys,80.18,1218,721.6200000000001
60050,7487,404,1,2024-09-09,dylan clark,dylan.6730@example.com,57,Los Angeles,2023-03-07,heavy duty watering can,Garden,333.56,4815,333.56
86069,3981,196,5,2022-04-03,sarah waller,sarah.918@outlook.com,54,Lyon,2026-06-03,basic lipstick,Beauty,933.66,1704,4668.3
82301,6224,289,9,2024-01-12,joshua murphy,joshua.5838@yahoo.com,27,Sao Paulo,2026-03-21,pro building blocks,Toys,625.14,3860,5626.26
4767,4602,436,6,2025-09-26,olivia powell,olivia.7086@outlook.com,44,Chicago,2025-01-29,eco-friendly dumbbell set,Sports & Outdoors,465.17,3665,2791.02
22335,285,256,2,2023-08-23,luke craig,luke.9907@yahoo.com,73,Manchester,2023-10-19,smart coffee maker,Home & Kitchen,505.04,2704,1010.08
10869,3235,780,1,2023-01-09,andre williams,andre.1191@yahoo.com,60,Vancouver,2022-10-03,premium building blocks,Toys,66.93,522,66.93
26352,3171,279,9,2022-04-12,chris rogers,chris.5745@outlook.com,44,Sao Paulo,2022-10-18,eco-friendly tea box,Grocery,463.73,1109,4173.57
14087,5779,2,5,2022-10-07,melissa erickson,melissa.8822@example.com,69,Sao Paulo,2022-12-13,smart coffee table,Furniture,856.35,4754,4281.75
80952,4717,270,6,2024-10-27,sylvia dalton,sylvia.5595@hotmail.com,71,Madrid,2025-03-20,stainless steel building blocks,Toys,160.75,3088,964.5
89337,2608,161,3,2025-09-11,unknown,teresa.2870@outlook.com,33,Chicago,2022-10-16,compact yoga mat,Sports & Outdoors,246.53,209,739.59
10233,3563,277,8,2023-12-27,kristen bradley,kristen.6679@example.com,60,Los Angeles,2022-09-19,pro knife set,Home & Kitchen,608.86,192,4870.88
40969,7502,233,10,2022-03-29,david white,david.8649@yahoo.com,80,Singapore,2023-09-20,heavy duty tea box,Grocery,802.56,3476,8025.599999999999
13505,9287,799,5,2022-10-25,kimberly ward,kimberly.8897@outlook.com,62,Dubai,2022-10-06,deluxe tea box,Grocery,931.58,2380,4657.900000000001
34635,8013,217,3,2022-01-14,william lang,william.7074@hotmail.com,80,Riyadh,2024-06-24,stainless steel chew toy,Pet Supplies,239.41,247,718.23
68655,8913,865,6,2023-06-12,mary sanchez,mary.6914@hotmail.com,38,Houston,2025-10-13,deluxe bookshelf,Furniture,925.66,4451,5553.96
69566,7653,199,8,2025-05-07,christian cox ii,christian.72@gmail.com,46,London,2026-04-26,pro perfume,Beauty,61.35,2393,490.8
13914,5985,471,7,2024-08-17,danielle bradley,danielle.1325@gmail.com,65,Vancouver,2023-01-05,lightweight drum sticks,Music,802.5,2596,5617.5
40764,857,938,7,2023-09-04,ian johnson,ian.2138@hotmail.com,63,Chicago,2025-06-13,deluxe board game,Toys,415.34,2080,2907.3799999999997
33339,8092,372,8,2025-10-21,zachary boyd,zachary.4859@hotmail.com,66,Berlin,2026-07-15,heavy duty garden hose,Garden,342.76,2083,2742.08
25566,322,694,1,2025-07-27,rickey li,rickey.6525@example.com,48,Manchester,2025-05-23,smart chew toy,Pet Supplies,640.35,1079,640.35
7247,3692,637,7,2025-06-21,scott durham,scott.224@yahoo.com,51,Bangalore,2025-08-28,premium scarf,Clothing,894.17,1413,6259.19
54400,2146,457,9,2023-01-04,sheila mata,sheila.6365@gmail.com,76,Mexico City,2023-05-16,pro remote car,Toys,640.27,4976,5762.43
6848,4490,797,2,2022-11-05,tracy williams,tracy.9001@hotmail.com,32,Houston,2025-07-01,premium watering can,Garden,432.14,2650,864.28
5177,2486,882,1,2022-12-27,kevin perez,kevin.6250@outlook.com,24,Dubai,2025-09-13,premium comic book,Books,448.18,132,448.18
91401,4573,621,5,2023-02-03,wanda short,wanda.6349@gmail.com,65,Sao Paulo,2023-04-25,premium socks,Clothing,688.51,3084,3442.55
32872,608,471,9,2024-03-20,samantha richardson,samantha.6780@outlook.com,67,Giza,2025-12-31,lightweight drum sticks,Music,802.5,2596,7222.5
43428,5528,1,9,2024-11-23,george holland,george.2536@example.com,78,Alexandria,2026-06-24,stainless steel dog leash,Pet Supplies,857.91,1073,7721.19
92725,3407,20,6,2026-05-25,carol gay,carol.5812@yahoo.com,47,Osaka,2023-04-18,portable sticky notes,Office Supplies,297.7,2049,1786.1999999999998
9796,9346,870,6,2025-09-23,douglas norris,douglas.8326@outlook.com,74,Singapore,2024-04-10,basic olive oil,Grocery,252.83,2183,1516.98
25091,2294,322,4,2023-06-06,vanessa thompson,vanessa.1413@outlook.com,26,Chicago,2026-04-29,premium keyboard stand,Music,742.36,4178,2969.44
20893,1906,916,4,2024-02-18,whitney jones,whitney.3355@yahoo.com,80,Toronto,2023-02-17,basic webcam,Electronics,480.57,4676,1922.28
23939,5464,117,2,2025-02-01,thomas caldwell,thomas.9815@outlook.com,28,Alexandria,2025-05-11,deluxe drum sticks,Music,263.86,29,527.72
59609,7837,402,3,2022-09-27,joanne gomez,joanne.8203@yahoo.com,36,Singapore,2024-05-19,pro chew toy,Pet Supplies,766.67,4007,2300.0099999999998
94754,3880,893,7,2022-07-12,steven murphy md,steven.8218@gmail.com,56,Berlin,2024-12-10,stainless steel blender,Home & Kitchen,18.02,3039,126.14
36282,5484,296,7,2099-01-01,madison costa,madison.5707@outlook.com,28,Osaka,2025-09-15,stainless steel face mask,Health,76.52,4506,535.64
65079,4982,624,2,2099-11-09,deborah curry,deborah.299@example.com,69,Sydney,2025-01-20,deluxe sofa cover,Furniture,887.92,3328,1775.84
55406,6882,258,10,2026-03-04,natasha taylor,natasha.1293@outlook.com,56,Melbourne,2025-04-09,wireless first aid kit,Health,994.9,3976,9949.0
72543,4532,229,9,2023-02-25,suzanne jimenez,suzanne.6260@example.com,28,Dubai,2025-04-06,wireless dog leash,Pet Supplies,811.01,4070,7299.09
91604,422,802,10,2025-03-22,louis martin,louis.437@example.com,48,Manchester,2026-09-03,rechargeable dash cam,Automotive,685.04,3961,6850.4
60408,8094,680,6,2024-03-03,shannon jones,shannon.7537@yahoo.com,65,Sao Paulo,2026-04-27,classic office chair,Furniture,245.97,337,1475.82
22028,9454,83,4,2024-12-07,madison strong,madison.2752@hotmail.com,30,Chicago,2026-08-09,smart whiteboard,Office Supplies,149.2,2647,596.8
7010,3720,817,5,2026-01-26,mark mclean,mark.4308@example.com,24,Los Angeles,2023-07-30,premium knife set,Home & Kitchen,329.9,2902,1649.5
72096,6204,78,8,2023-10-20,jared spence,jared.2073@gmail.com,29,Toronto,2025-01-20,lightweight tent,Sports & Outdoors,880.85,525,7046.8
85211,4207,359,9,2025-04-17,debbie schultz,debbie.4312@yahoo.com,31,Madrid,2025-03-07,stainless steel cookware set,Home & Kitchen,728.41,4526,6555.69
90126,2040,660,4,2025-10-11,andrew allen,andrew.1896@outlook.com,36,Hamburg,2024-08-30,stainless steel water bottle,Sports & Outdoors,542.77,505,2171.08
96328,3451,361,1,2024-04-09,unknown,melissa.2587@hotmail.com,22,Madrid,2024-02-23,stainless steel face cream,Beauty,220.31,4657,220.31
64732,6470,902,10,2023-04-06,shane gonzales,shane.5776@gmail.com,55,Dubai,2025-12-01,heavy duty coffee table,Furniture,550.31,4958,5503.099999999999
92879,1550,633,1,2024-06-16,kenneth stokes,kenneth.1750@yahoo.com,29,Cairo,2023-02-10,lightweight water bottle,Sports & Outdoors,746.49,4787,746.49
47897,2461,572,7,2023-07-09,jason payne,jason.379@example.com,57,Manchester,2022-12-31,rechargeable seat cover,Automotive,620.54,3038,4343.78
53260,1775,425,9,2025-01-11,jessica buck,jessica.3962@example.com,67,Houston,2024-07-07,heavy duty cap,Clothing,325.73,2786,2931.57
70173,5579,113,1,2024-03-01,mackenzie price dds,mackenzie.9616@hotmail.com,60,Cairo,2024-02-02,portable cookware set,Home & Kitchen,686.3,2053,686.3
56312,3472,22,7,2024-04-12,lisa salazar md,lisa.2052@outlook.com,62,Munich,2026-07-05,heavy duty olive oil,Grocery,641.85,4745,4492.95
